Unnamed: 0,Season,Year,Player_name,Rank,Dpoy_titles,Dpoy_votes,First_votes,won_dpoy_last_season,teamates_with_dpoy,Points_won,Max_points,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP_100_poss,FG_100_poss,FGA_100_poss,FG%_100_poss,3P_100_poss,3PA_100_poss,3P%_100_poss,2P_100_poss,2PA_100_poss,2P%_100_poss,FT_100_poss,FTA_100_poss,FT%_100_poss,ORB_100_poss,DRB_100_poss,TRB_100_poss,AST_100_poss,STL_100_poss,BLK_100_poss,TOV_100_poss,PF_100_poss,PTS_100_poss,ORtg_100_poss,DRtg_100_poss,MP_advanced,PER_advanced,TS%_advanced,3PAr_advanced,FTr_advanced,ORB%_advanced,DRB%_advanced,TRB%_advanced,AST%_advanced,STL%_advanced,BLK%_advanced,TOV%_advanced,USG%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced,G_team,MP_team,FG_team,FGA_team,FG%_team,3P_team,3PA_team,3P%_team,2P_team,2PA_team,2P%_team,FT_team,FTA_team,FT%_team,ORB_team,DRB_team,TRB_team,AST_team,STL_team,BLK_team,TOV_team,PF_team,PTS_team,G_opponent,MP_opponent,FG_opponent,FGA_opponent,FG%_opponent,3P_opponent,3PA_opponent,3P%_opponent,2P_opponent,2PA_opponent,2P%_opponent,FT_opponent,FTA_opponent,FT%_opponent,ORB_opponent,DRB_opponent,TRB_opponent,AST_opponent,STL_opponent,BLK_opponent,TOV_opponent,PF_opponent,PTS_opponent,W_misc,L_misc,PW_misc,PL_misc,MOV_misc,SOS_misc,SRS_misc,ORtg_misc,DRtg_misc,Pace_misc,FTr_misc,3PAr_misc,eFG%_misc,TOV%_misc,ORB%_misc,FT/FGA_misc,eFG%.1_misc,TOV%.1_misc,DRB%_misc,FT/FGA.1_misc,Arena_misc,Attendance_misc,GP_espn,MPG_espn,ORPM_espn,DRPM_espn,RPM_espn,WINS_espn,poss_raptor,mp_raptor,raptor_offense_raptor,raptor_defense_raptor,raptor_total_raptor,war_total_raptor,war_reg_season_raptor,war_playoffs_raptor,predator_offense_raptor,predator_defense_raptor,predator_total_raptor,pace_impact_raptor,GP_nba,W_nba,L_nba,MIN_nba,DEF RTG_nba,DREB_nba,DREB%_nba,%DREB_nba,STL_nba,STL%_nba,BLK_nba,%BLK_nba,OPP PTS OFF TOV_nba,OPP PTS 2ND CHANCE_nba,OPP PTS FB_nba,OPP PTS PAINT_nba,DEF WS_nba,D-LEBRON_bball
14459,1996-97,1997,Todd Fuller,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,22.0,GSW,NBA,C,75.0,18.0,12.7,1.5,3.5,0.429,0.0,0.0,,1.5,3.5,0.429,0.429,1.0,1.5,0.691,1.4,1.9,3.3,0.3,0.1,0.3,0.7,1.9,4.1,949.0,6.3,14.6,0.429,0.0,0.0,,6.3,14.6,0.429,4.2,6.1,0.691,5.9,7.8,13.7,1.3,0.6,1.1,2.9,8.0,16.7,102.0,113.0,949.0,10.4,0.483,0.0,0.414,13.5,17.7,15.6,4.0,0.6,1.6,14.2,17.2,0.4,0.3,0.7,0.034,-3.4,-2.4,-5.8,-0.9,82.0,19905.0,2997.0,6567.0,0.456,481.0,1363.0,0.353,2516.0,5204.0,0.483,1696.0,2180.0,0.778,1086.0,2259.0,3345.0,1822.0,611.0,359.0,1410.0,1787.0,8171.0,82.0,19905.0,3199.0,6735.0,0.475,581.0,1558.0,0.373,2618.0,5177.0,0.506,1578.0,2103.0,0.75,1089.0,2272.0,3361.0,2159.0,824.0,395.0,1288.0,1886.0,8557.0,30.0,52.0,28.0,54.0,-4.71,-0.2,-4.9,107.2,112.2,91.9,0.332,0.208,0.493,15.8,32.3,0.258,0.518,14.4,67.5,0.234,San Jose Arena,621844.0,75,12.7,-1.56,-3.83,-5.39,-1.44,1838.0,949.0,-3.988604378,-2.374907319,-6.363511696,-1.752285429,-1.752285429,0.0,-4.037135439,-2.282073644,-6.319209082,0.140618657,75.0,28.0,47.0,12.6,112.6,1.9,15.3,25.4,0.1,8.1,0.3,25.3,5.4,4.2,3.5,12.6,0.003,0.0
14460,1996-97,1997,Ivano Newbill,-1.0,0.0,0.0,0.0,False,2.0,0.0,500.0,26.0,ATL,NBA,PF,72.0,2.0,11.8,0.6,1.3,0.44,0.0,0.0,,0.6,1.3,0.44,0.44,0.3,0.7,0.385,1.1,1.8,2.8,0.3,0.4,0.2,0.6,1.6,1.4,850.0,2.6,5.9,0.44,0.0,0.0,,2.6,5.9,0.44,1.3,3.4,0.385,4.9,8.3,13.3,1.6,1.8,1.0,2.7,7.5,6.5,91.0,101.0,850.0,6.7,0.439,0.0,0.571,10.9,17.6,14.3,4.3,1.8,1.4,26.9,8.7,-0.4,1.4,1.1,0.06,-4.5,1.1,-3.4,-0.3,82.0,19805.0,2812.0,6307.0,0.446,659.0,1834.0,0.359,2153.0,4473.0,0.481,1491.0,1955.0,0.763,1021.0,2350.0,3371.0,1557.0,701.0,427.0,1228.0,1591.0,7774.0,82.0,19805.0,2804.0,6451.0,0.435,485.0,1399.0,0.347,2319.0,5052.0,0.459,1235.0,1676.0,0.737,1045.0,2225.0,3270.0,1665.0,605.0,332.0,1267.0,1747.0,7328.0,56.0,26.0,57.0,25.0,5.44,0.08,5.52,108.5,102.3,86.8,0.31,0.291,0.498,14.6,31.5,0.236,0.472,15.0,69.2,0.191,Omni Coliseum,549414.0,72,11.8,-3.89,-0.78,-4.67,-0.79,1564.0,855.0,-4.791440805,0.322714435,-4.468726369,-0.75563651,-0.725149761,-0.030486749,-5.017060962,-0.064147474,-5.081208436,0.421126951,72.0,49.0,23.0,11.8,101.0,1.8,16.0,27.7,0.4,17.0,0.2,21.7,4.1,3.5,3.0,9.3,0.048,0.0
14461,1996-97,1997,Bill Wennington,-1.0,0.0,0.0,0.0,False,2.0,0.0,500.0,33.0,CHI,NBA,C,61.0,19.0,12.8,1.9,3.9,0.498,0.0,0.0,0.0,1.9,3.9,0.502,0.498,0.7,0.9,0.83,0.8,1.4,2.1,0.7,0.2,0.2,0.5,2.2,4.6,783.0,8.0,16.1,0.498,0.0,0.1,0.0,8.0,16.0,0.502,3.0,3.6,0.83,3.1,5.7,8.8,2.8,0.7,0.7,2.1,9.0,19.1,113.0,106.0,783.0,11.2,0.538,0.008,0.224,6.7,11.8,9.3,7.7,0.7,1.1,10.6,16.6,1.1,0.9,2.0,0.124,-3.2,-0.1,-3.3,-0.3,82.0,19730.0,3277.0,6923.0,0.473,523.0,1403.0,0.373,2754.0,5520.0,0.499,1381.0,1848.0,0.747,1235.0,2461.0,3696.0,2142.0,716.0,332.0,1109.0,1617.0,8458.0,82.0,19730.0,2898.0,6653.0,0.436,471.0,1408.0,0.335,2427.0,5245.0,0.463,1305.0,1770.0,0.737,1088.0,2205.0,3293.0,1619.0,624.0,286.0,1293.0,1732.0,7572.0,69.0,13.0,68.0,14.0,10.8,-0.11,10.7,114.4,102.4,90.0,0.267,0.203,0.511,12.5,35.9,0.199,0.471,14.8,69.3,0.196,United Center,978457.0,61,12.8,-1.17,-1.37,-2.55,0.28,1485.0,783.0,-2.941337444,-0.473714889,-3.415052333,-0.267162475,-0.267162475,0.0,-2.970891408,-0.355372386,-3.326263793,0.509362508,61.0,53.0,8.0,12.8,99.9,1.4,10.5,17.1,0.2,8.8,0.2,18.0,3.8,3.7,3.1,10.4,0.055,0.0
14462,1996-97,1997,Chris Webber,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,23.0,WSB,NBA,PF,72.0,72.0,39.0,8.4,16.2,0.518,0.8,2.1,0.397,7.6,14.1,0.535,0.543,2.5,4.3,0.565,3.3,7.0,10.3,4.6,1.7,1.9,3.2,3.6,20.1,2806.0,11.2,21.6,0.518,1.1,2.8,0.397,10.1,18.8,0.535,3.3,5.8,0.565,4.4,9.4,13.8,6.1,2.3,2.5,4.3,4.8,26.8,108.0,101.0,2806.0,21.8,0.554,0.129,0.268,10.1,20.8,15.5,19.9,2.3,3.7,15.0,24.6,4.3,5.0,9.3,0.159,3.1,2.2,5.3,5.1,82.0,19855.0,3208.0,6678.0,0.48,331.0,1001.0,0.331,2877.0,5677.0,0.507,1400.0,1979.0,0.707,1010.0,2420.0,3430.0,1921.0,712.0,402.0,1289.0,1815.0,8147.0,82.0,19855.0,3011.0,6637.0,0.454,492.0,1327.0,0.371,2519.0,5310.0,0.474,1500.0,2004.0,0.749,1022.0,2336.0,3358.0,1671.0,665.0,334.0,1356.0,1769.0,8014.0,44.0,38.0,46.0,36.0,1.62,0.15,1.77,106.6,104.9,92.4,0.296,0.15,0.505,14.6,30.2,0.21,0.491,15.3,70.3,0.226,US Airways Arena,700646.0,72,39.0,2.44,-0.18,2.26,10.39,5660.0,2912.0,1.982389745,2.111985498,4.094375242,10.15363337,9.824070202,0.329563164,2.452880126,2.123022507,4.575902633,-0.19736799,72.0,40.0,32.0,39.0,103.0,7.0,18.3,29.7,1.7,23.5,1.9,43.6,14.2,11.0,10.8,32.8,0.127,0.0
14463,1996-97,1997,Patrick Ewing,-1,0.0,1.0,0.0,False,0.0,0.0,500.0,34.0,NYK,NBA,C,78.0,78.0,37.0,8.4,17.2,0.488,0.0,0.1,0.222,8.4,17.1,0.49,0.489,5.6,7.5,0.754,2.2,8.4,10.7,2.0,0.9,2.4,3.4,3.2,22.4,2887.0,12.0,24.6,0.488,0.0,0.2,0.222,12.0,24.5,0.49,8.1,10.7,0.754,3.2,12.1,15.3,2.9,1.3,3.5,4.9,4.6,32.2,104.0,96.0,2887.0,21.3,0.548,0.007,0.434,7.5,26.4,17.3,10.8,1.3,5.3,14.4,29.8,2.9,6.9,9.8,0.163,0.9,1.9,2.8,3.5,82.0,19855.0,2882.0,6227.0,0.463,470.0,1294.0,0.363,2412.0,4933.0,0.489,1585.0,2119.0,0.748,973.0,2516.0,3489.0,1809.0,629.0,378.0,1462.0,2033.0,7819.0,82.0,19855.0,2665.0,6272.0,0.425,481.0,1374.0,0.35,2184.0,4898.0,0.446,1752.0,2389.0,0.733,911.0,2220.0,3131.0,1589.0,727.0,295.0,1333.0,1882.0,7563.0,57.0,25.0,50.0,32.0,3.12,0.18,3.31,104.4,101.0,90.5,0.34,0.208,0.501,17.0,30.5,0.255,0.463,15.4,73.4,0.279,Madison Square Garden (IV),790520.0,78,37.0,0.01,2.55,2.56,10.85,6167.0,3244.0,-2.080172655,4.226689401,2.146516746,8.095606634,7.143251395,0.952355239,-1.595603937,3.18557156,1.589967622,-0.430351632,78.0,54.0,24.0,37.0,98.0,8.4,22.7,34.9,0.9,15.3,2.4,60.6,14.1,9.7,7.2,25.5,0.178,0.0
14464,1996-97,1997,Rik Smits,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,30.0,IND,NBA,C,52.0,52.0,29.2,6.8,14.1,0.486,0.0,0.2,0.25,6.8,13.9,0.488,0.487,3.3,4.2,0.797,2.0,4.9,6.9,1.3,0.4,1.1,2.4,3.4,17.1,1518.0,12.6,26.0,0.486,0.1,0.3,0.25,12.6,25.8,0.488,6.1,7.7,0.797,3.7,9.1,12.8,2.4,0.8,2.1,4.5,6.2,31.5,103.0,104.0,1518.0,18.3,0.535,0.011,0.296,8.4,19.8,14.2,9.2,0.8,3.2,13.2,29.1,1.2,2.1,3.3,0.105,0.0,-0.4,-0.4,0.6,82.0,19930.0,2851.0,6254.0,0.456,430.0,1130.0,0.381,2421.0,5124.0,0.472,1687.0,2336.0,0.722,1029.0,2390.0,3419.0,1750.0,585.0,394.0,1338.0,1977.0,7819.0,82.0,19930.0,2799.0,6357.0,0.44,499.0,1440.0,0.347,2300.0,4917.0,0.468,1642.0,2182.0,0.753,1004.0,2261.0,3265.0,1737.0,693.0,418.0,1289.0,1952.0,7739.0,39.0,43.0,44.0,38.0,0.98,0.52,1.49,105.8,104.7,89.0,0.374,0.181,0.49,15.5,31.3,0.27,0.48,15.0,70.4,0.258,Market Square Arena,636735.0,52,29.2,0.05,-1.04,-0.98,2.14,2847.0,1518.0,-1.977522366,0.769343463,-1.208178902,1.193021834,1.193021834,0.0,-1.537137186,0.495794447,-1.041342739,-0.083550843,52.0,25.0,27.0,29.2,104.6,4.9,17.9,28.6,0.4,11.0,1.1,40.4,10.6,7.4,8.9,21.4,0.079,0.0
14465,1996-97,1997,Randy Brown,-1.0,0.0,0.0,0.0,False,2.0,0.0,500.0,28.0,CHI,NBA,PG,72.0,3.0,14.7,1.9,4.6,0.42,0.1,0.3,0.182,1.9,4.3,0.437,0.426,0.8,1.2,0.679,0.5,1.1,1.5,1.8,1.1,0.2,0.8,1.6,4.7,1057.0,7.1,16.8,0.42,0.2,1.1,0.182,6.9,15.7,0.437,2.9,4.2,0.679,1.7,3.9,5.6,6.7,4.1,0.9,2.9,5.9,17.2,102.0,100.0,1057.0,13.0,0.461,0.066,0.252,3.7,8.1,5.9,18.0,4.1,1.2,13.6,18.1,0.4,2.0,2.4,0.107,-3.0,3.0,0.0,0.5,82.0,19730.0,3277.0,6923.0,0.473,523.0,1403.0,0.373,2754.0,5520.0,0.499,1381.0,1848.0,0.747,1235.0,2461.0,3696.0,2142.0,716.0,332.0,1109.0,1617.0,8458.0,82.0,19730.0,2898.0,6653.0,0.436,471.0,1408.0,0.335,2427.0,5245.0,0.463,1305.0,1770.0,0.737,1088.0,2205.0,3293.0,1619.0,624.0,286.0,1293.0,1732.0,7572.0,69.0,13.0,68.0,14.0,10.8,-0.11,10.7,114.4,102.4,90.0,0.267,0.203,0.511,12.5,35.9,0.199,0.471,14.8,69.3,0.196,United Center,978457.0,72.0,14.7,-0.87,1.01,0.13,2.2,2182.0,1155.0,-2.627387319,3.293834695,0.666447376,2.020229273,1.97355805,0.046671223,-2.182733561,3.309309969,1.126576408,0.620630808,72.0,61.0,11.0,14.7,97.3,1.1,7.0,11.9,1.1,35.2,0.2,17.9,4.8,4.5,3.0,12.4,0.078,0.0
14466,1996-97,1997,Ruben Nembhard,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,24.0,POR,NBA,PG,2.0,0.0,9.5,2.0,4.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.5,0.0,0.0,,0.0,0.0,0.0,2.5,1.5,0.0,2.5,1.5,4.0,19.0,11.1,22.2,0.5,0.0,5.6,0.0,11.1,16.7,0.667,0.0,0.0,,0.0,0.0,0.0,13.9,8.3,0.0,13.9,8.3,22.2,77.0,95.0,19.0,10.9,0.5,0.25,0.0,0.0,0.0,0.0,48.3,8.3,0.0,38.5,30.8,-0.1,0.0,0.0,-0.093,-4.6,3.8,-0.8,0.0,82.0,19855.0,3000.0,6465.0,0.464,501.0,1401.0,0.358,2499.0,5064.0,0.493,1613.0,2261.0,0.713,1058.0,2494.0,3552.0,1710.0,640.0,435.0,1357.0,1928.0,8114.0,82.0,19855.0,2798.0,6423.0,0.436,457.0,1279.0,0.357,2341.0,5144.0,0.455,1719.0,2327.0,0.739,952.0,2197.0,3149.0,1703.0,656.0,428.0,1242.0,1887.0,7772.0,49.0,33.0,53.0,29.0,4.17,-0.61,3.56,107.9,103.3,90.9,0.35,0.217,0.503,15.4,32.5,0.249,0.471,14.3,72.4,0.268,Rose Garden Arena,852798.0,10,11.3,-0.17,0.25,0.08,0.22,214.0,113.0,-0.728715085,1.882116289,1.153401203,0.226770495,0.226770495,0.0,-0.425683121,1.424719969,0.999036848,0.951490609,10.0,7.0,3.0,11.4,94.9,0.5,4.8,7.7,0.9,42.9,0.0,0.0,4.1,2.8,3.5,9.0,0.064,0.0
14467,1996-97,1997,Juwan Howard,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,23.0,WSB,NBA,SF,82.0,82.0,40.5,7.8,16.0,0.486,0.0,0.0,0.0,7.8,16.0,0.487,0.486,3.6,4.7,0.756,2.5,5.5,8.0,3.8,1.1,0.3,3.0,3.2,19.1,3324.0,10.0,20.5,0.486,0.0,0.0,0.0,10.0,20.5,0.487,4.6,6.1,0.756,3.2,7.0,10.2,4.9,1.5,0.4,3.8,4.0,24.5,105.0,106.0,3324.0,16.1,0.529,0.002,0.296,7.2,15.6,11.5,15.2,1.5,0.5,14.2,23.4,3.3,3.7,7.0,0.101,0.1,-0.5,-0.3,1.4,82.0,19855.0,3208.0,6678.0,0.48,331.0,1001.0,0.331,2877.0,5677.0,0.507,1400.0,1979.0,0.707,1010.0,2420.0,3430.0,1921.0,712.0,402.0,1289.0,1815.0,8147.0,82.0,19855.0,3011.0,6637.0,0.454,492.0,1327.0,0.371,2519.0,5310.0,0.474,1500.0,2004.0,0.749,1022.0,2336.0,3358.0,1671.0,665.0,334.0,1356.0,1769.0,8014.0,44.0,38.0,46.0,36.0,1.62,0.15,1.77,106.6,104.9,92.4,0.296,0.15,0.505,14.6,30.2,0.21,0.491,15.3,70.3,0.226,US Airways Arena,700646.0,82,40.5,0.33,-0.98,-0.65,5.66,6711.0,3453.0,0.153095066,-0.216754399,-0.063659333,4.736922392,4.20326152,0.533660872,0.142071509,0.016928296,0.158999805,-0.498138091,82.0,44.0,38.0,40.5,103.9,5.5,13.8,22.1,1.1,16.0,0.3,7.0,14.5,11.4,10.5,33.6,0.12,0.0
14468,1996-97,1997,Martin Müürsepp,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,22.0,MIA,NBA,PF,10.0,0.0,2.7,0.5,1.4,0.357,0.1,0.4,0.25,0.4,1.0,0.4,0.393,0.6,1.4,0.429,0.2,0.3,0.5,0.3,0.0,0.1,0.3,0.3,1.7,27.0,10.1,28.2,0.357,2.0,8.1,0.25,8.1,20.1,0.4,12.1,28.2,0.429,4.0,6.0,10.1,6.0,0.0,2.0,6.0,6.0,34.2,87.0,104.0,27.0,11.9,0.422,0.286,1.0,9.0,12.9,11.0,21.1,0.0,2.9,13.0,40.3,-0.1,0.0,0.0,-0.063,-6.1,-4.1,-10.2,-0.1,82.0,19805.0,2822.0,6235.0,0.453,678.0,1865.0,0.364,2144.0,4370.0,0.491,1454.0,2022.0,0.719,957.0,2402.0,3359.0,1735.0,650.0,439.0,1306.0,1919.0,7776.0,82.0,19805.0,2687.0,6226.0,0.432,411.0,1134.0,0.362,2276.0,5092.0,0.447,1541.0,2108.0,0.731,999.0,2321.0,3320.0,1512.0,646.0,392.0,1324.0,1831.0,7326.0,61.0,21.0,57.0,25.0,5.49,0.07,5.56,106.8,100.6,88.2,0.324,0.299,0.507,15.5,29.2,0.233,0.465,15.6,70.6,0.248,Miami Arena,615160.0,0,0,0.0,0.0,0.0,0.0,652.0,348.0,-0.779537768,-0.9993883,-1.778926068,0.172016849,0.172016849,0.0,-0.911461799,-0.902107838,-1.813569637,1.568324295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14469,1996-97,1997,Ruben Nembhard,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,24.0,UTA,NBA,SG,8.0,0.0,11.8,1.5,3.6,0.414,0.0,0.5,0.0,1.5,3.1,0.48,0.414,1.0,1.3,0.8,0.4,0.6,1.0,1.5,0.8,0.0,0.4,1.1,4.0,94.0,6.8,16.4,0.414,0.0,2.3,0.0,6.8,14.2,0.48,4.5,5.7,0.8,1.7,2.8,4.5,6.8,3.4,0.0,1.7,5.1,18.1,110.0,105.0,94.0,13.8,0.479,0.138,0.345,4.2,6.3,5.3,19.3,3.4,0.0,8.2,18.0,0.1,0.1,0.2,0.121,-1.0,2.3,1.3,0.1,82.0,19830.0,3131.0,6217.0,0.504,334.0,902.0,0.37,2797.0,5315.0,0.526,1858.0,2416.0,0.769,889.0,2410.0,3299.0,2199.0,748.0,418.0,1259.0,1981.0,8454.0,82.0,19830.0,2708.0,6188.0,0.438,521.0,1480.0,0.352,2187.0,4708.0,0.465,1796.0,2395.0,0.75,957.0,2101.0,3058.0,1593.0,639.0,373.0,1330.0,2045.0,7733.0,64.0,18.0,64.0,18.0,8.79,-0.82,7.97,113.6,104.0,90.0,0.389,0.145,0.53,14.7,29.7,0.299,0.48,15.5,71.6,0.29,Delta Center,811439.0,10,11.3,-0.17,0.25,0.08,0.22,214.0,113.0,-0.728715085,1.882116289,1.153401203,0.226770495,0.226770495,0.0,-0.425683121,1.424719969,0.999036848,0.951490609,10.0,7.0,3.0,11.4,94.9,0.5,4.8,7.7,0.9,42.9,0.0,0.0,4.1,2.8,3.5,9.0,0.064,0.0
14470,1996-97,1997,Cory Alexander,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,23.0,SAS,NBA,PG,80.0,6.0,18.2,2.4,6.1,0.396,1.2,3.2,0.373,1.3,3.0,0.42,0.492,1.2,1.6,0.736,0.4,1.2,1.5,3.2,1.0,0.2,1.8,1.9,7.2,1454.0,7.3,18.5,0.396,3.6,9.5,0.373,3.8,9.0,0.42,3.6,4.9,0.736,1.1,3.6,4.7,9.6,3.1,0.6,5.5,5.6,21.8,101.0,112.0,1454.0,14.3,0.528,0.514,0.263,2.3,8.0,5.1,30.0,3.1,0.9,21.1,22.2,0.5,0.6,1.1,0.035,0.3,-0.8,-0.6,0.5,82.0,19730.0,2827.0,6391.0,0.442,378.0,1180.0,0.32,2449.0,5211.0,0.47,1386.0,1929.0,0.719,1101.0,2129.0,3230.0,1661.0,646.0,431.0,1243.0,1764.0,7418.0,82.0,19730.0,3002.0,6379.0,0.471,552.0,1425.0,0.387,2450.0,4954.0,0.495,1508.0,2042.0,0.738,1048.0,2302.0,3350.0,1955.0,664.0,448.0,1180.0,1646.0,8064.0,20.0,62.0,19.0,63.0,-7.88,-0.05,-7.93,103.3,112.3,87.3,0.302,0.185,0.472,14.7,32.4,0.217,0.514,14.0,67.0,0.236,Alamodome,706641.0,80.0,18.2,0.62,-1.74,-1.12,1.88,2675.0,1454.0,0.191127892,-1.113748293,-0.922620401,1.36788467,1.36788467,0.0,0.529234508,-1.119475959,-0.590241451,0.826515269,80.0,20.0,60.0,18.1,110.7,1.2,6.9,12.2,1.0,32.0,0.2,10.1,7.8,5.3,5.5,15.1,0.016,0.0
14471,1996-97,1997,Dana Barros,-1.0,0.0,0.0,0.0,False,1.0,0.0,500.0,29.0,BOS,NBA,PG,24.0,8.0,29.5,4.6,10.5,0.435,1.8,4.4,0.41,2.8,6.2,0.453,0.52,1.5,1.8,0.86,0.2,1.8,2.0,3.4,1.1,0.3,1.6,1.4,12.5,708.0,7.8,17.9,0.435,3.0,7.4,0.41,4.7,10.5,0.453,2.6,3.0,0.86,0.4,3.0,3.4,5.7,1.8,0.4,2.8,2.4,21.2,109.0,114.0,708.0,14.0,0.552,0.415,0.17,0.8,7.6,3.9,18.6,1.8,0.6,12.5,18.8,0.9,0.1,1.0,0.065,1.6,-0.6,1.0,0.5,82.0,19905.0,3066.0,6967.0,0.44,467.0,1331.0,0.351,2599.0,5636.0,0.461,1649.0,2199.0,0.75,1095.0,2188.0,3283.0,1792.0,810.0,315.0,1342.0,1915.0,8248.0,82.0,19905.0,3365.0,6696.0,0.503,493.0,1351.0,0.365,2872.0,5345.0,0.537,1626.0,2257.0,0.72,1005.0,2628.0,3633.0,2130.0,720.0,557.0,1446.0,1827.0,8849.0,15.0,67.0,22.0,60.0,-7.33,0.71,-6.62,103.9,111.4,95.8,0.316,0.191,0.474,14.5,29.4,0.237,0.539,15.8,68.5,0.243,FleetCenter,664022.0,24.0,29.5,0.33,-0.41,-0.08,1.43,1429.0,708.0,0.635707959,-1.904391662,-1.268683704,0.53252244,0.53252244,0.0,0.492211707,-2.024589842,-1.532378135,-0.436755473,24.0,6.0,18.0,29.4,105.3,1.8,6.5,10.9,1.1,19.1,0.3,10.9,11.2,9.1,10.2,32.1,0.074,0.0
14472,1996-97,1997,Sharone Wright,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,24.0,TOR,NBA,C,60.0,28.0,16.8,2.7,6.7,0.4,0.0,0.0,0.0,2.7,6.7,0.4,0.4,1.1,2.2,0.511,1.3,1.8,3.1,0.5,0.3,0.8,1.6,2.4,6.5,1009.0,8.5,21.2,0.4,0.0,0.1,0.0,8.5,21.1,0.4,3.6,7.0,0.511,4.1,5.6,9.8,1.5,0.8,2.6,4.9,7.7,20.5,82.0,109.0,1009.0,7.4,0.423,0.002,0.33,8.9,12.8,10.8,4.9,0.8,4.0,16.8,24.6,-2.3,0.7,-1.6,-0.076,-6.7,-1.6,-8.3,-1.6,82.0,19830.0,2897.0,6632.0,0.437,589.0,1624.0,0.363,2308.0,5008.0,0.461,1446.0,2008.0,0.72,1135.0,2254.0,3389.0,1714.0,722.0,517.0,1347.0,1883.0,7829.0,82.0,19830.0,2971.0,6390.0,0.465,497.0,1427.0,0.348,2474.0,4963.0,0.498,1646.0,2274.0,0.724,1033.0,2352.0,3385.0,1967.0,675.0,442.0,1338.0,1799.0,8085.0,30.0,52.0,32.0,50.0,-3.12,0.57,-2.56,104.6,108.0,90.6,0.303,0.245,0.481,15.2,32.5,0.218,0.504,15.3,68.6,0.258,SkyDome,744550.0,60,16.8,-4.35,0.99,-3.37,-0.14,1926.0,1009.0,-8.311554683,-1.720526625,-10.03208131,-3.77061005,-3.77061005,0.0,-7.709304902,-2.293443121,-10.00274802,0.531985355,60.0,23.0,37.0,16.8,104.6,1.8,11.3,18.7,0.3,9.3,0.8,41.7,6.6,5.1,6.1,13.4,0.045,0.0
14473,1996-97,1997,Joe Smith,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,21.0,GSW,NBA,PF,80.0,80.0,38.6,7.3,16.2,0.454,0.2,0.6,0.261,7.2,15.6,0.461,0.459,3.8,4.7,0.814,3.3,5.2,8.5,1.6,0.9,1.1,2.4,3.1,18.7,3086.0,9.9,21.9,0.454,0.2,0.8,0.261,9.7,21.1,0.461,5.2,6.4,0.814,4.4,7.1,11.5,2.1,1.3,1.5,3.2,4.1,25.3,105.0,112.0,3086.0,16.0,0.512,0.036,0.292,10.0,16.1,13.1,7.2,1.3,2.1,11.6,23.8,3.1,1.3,4.4,0.068,-0.3,-2.0,-2.3,-0.2,82.0,19905.0,2997.0,6567.0,0.456,481.0,1363.0,0.353,2516.0,5204.0,0.483,1696.0,2180.0,0.778,1086.0,2259.0,3345.0,1822.0,611.0,359.0,1410.0,1787.0,8171.0,82.0,19905.0,3199.0,6735.0,0.475,581.0,1558.0,0.373,2618.0,5177.0,0.506,1578.0,2103.0,0.75,1089.0,2272.0,3361.0,2159.0,824.0,395.0,1288.0,1886.0,8557.0,30.0,52.0,28.0,54.0,-4.71,-0.2,-4.9,107.2,112.2,91.9,0.332,0.208,0.493,15.8,32.3,0.258,0.518,14.4,67.5,0.234,San Jose Arena,621844.0,80,38.6,-0.41,-1.24,-1.65,3.07,5976.0,3086.0,-1.079277995,-0.817850293,-1.897128288,1.333681451,1.333681451,0.0,-0.676473594,-0.41295101,-1.089424604,-0.621502053,80.0,28.0,52.0,38.6,110.3,5.2,14.3,24.3,0.9,14.9,1.1,31.5,16.2,12.2,9.8,35.0,0.038,0.0
