,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
42,Trajan Langdon,CLE,24,10,5,5,14.4,86.1,1.1,6.5,11.0,0.5,16.7,0.0,0.0,5.9,5.1,2.9,10.2,0.116
43,Chris Webber,SAC,27,75,41,34,38.4,101.2,8.0,19.3,31.3,1.6,20.9,1.7,45.7,14.4,11.8,13.4,33.6,0.116
44,Darrell Armstrong,ORL,32,82,41,41,31.6,99.2,2.5,7.6,12.3,2.1,30.8,0.1,2.7,12.0,9.9,10.0,26.4,0.115
45,Elden Campbell,CHH,31,78,45,33,32.5,99.4,5.4,16.9,25.1,0.7,12.1,1.9,48.4,10.5,8.6,9.6,25.8,0.114
46,Karl Malone,UTA,36,82,55,27,35.9,100.7,7.4,22.3,34.2,1.0,15.6,0.9,22.3,11.0,9.0,7.5,25.5,0.113
47,Aaron McKie,PHI,27,82,49,33,23.8,95.9,2.4,10.1,16.3,1.3,29.1,0.2,10.8,7.5,6.2,5.8,17.7,0.113
48,Metta World Peace,CHI,20,72,16,56,31.1,99.3,3.4,11.5,18.2,1.7,31.2,0.5,17.1,12.6,7.9,8.8,24.6,0.113
49,Wayne Turner,BOS,24,3,3,0,13.4,86.2,0.7,4.9,7.4,0.0,0.0,0.0,0.0,5.3,3.7,6.0,6.7,0.112
50,Arvydas Sabonis,POR,35,66,50,16,25.5,96.9,6.3,24.3,36.2,0.7,16.2,1.2,42.6,7.8,6.9,7.5,18.5,0.111
51,Damon Stoudamire,POR,26,78,57,21,30.4,99.3,2.3,7.5,11.5,1.0,20.9,0.0,0.4,9.3,8.4,8.0,22.1,0.111
52,Marcus Camby,NYK,26,59,38,21,26.2,97.5,4.9,18.0,29.4,0.7,20.6,2.0,63.0,7.9,7.3,5.5,17.4,0.111
53,Gary Payton,SEA,31,82,45,37,41.8,102.2,5.2,12.3,19.8,1.9,26.9,0.2,6.3,12.3,12.7,11.5,35.2,0.110
54,Bobby Phills,CHH,30,28,13,15,29.4,99.2,1.9,6.8,10.8,1.5,20.9,0.3,8.2,11.1,8.3,8.5,22.9,0.109
55,Vlade Divac,SAC,32,82,44,38,29.0,98.9,5.9,18.5,29.0,1.3,21.7,1.3,43.3,11.3,8.4,10.8,25.1,0.109
56,David Wesley,CHH,29,82,49,33,33.6,100.3,2.3,6.6,9.9,1.3,23.0,0.1,3.4,11.4,9.2,10.4,27.8,0.109
57,Tim Hardaway,MIA,33,52,35,17,32.1,100.0,2.4,7.3,11.4,0.9,21.2,0.1,1.9,10.0,8.9,8.0,23.5,0.108
58,Jason Williams,SAC,24,81,43,38,34.0,100.9,2.6,6.9,11.1,1.4,21.4,0.1,2.9,13.6,10.2,12.5,30.1,0.107
59,Charlie Ward,NYK,29,72,45,27,27.6,98.7,2.9,10.2,16.2,1.3,36.4,0.2,8.7,9.0,7.6,6.2,20.3,0.106
60,Ron Harper,LAL,36,80,66,14,25.5,97.3,3.0,11.3,17.2,1.1,27.7,0.5,14.3,6.9,7.0,6.9,18.6,0.105
61,Sean Elliott,SAS,32,19,13,6,20.7,94.4,2.2,10.0,15.1,0.6,21.4,0.1,4.0,5.5,5.3,5.1,14.9,0.105
62,Oliver Miller,PHX,30,51,31,20,21.3,95.5,3.4,14.7,24.5,0.8,20.1,1.6,46.2,8.5,6.5,5.0,15.8,0.105
63,Malik Sealy,MIN,30,82,50,32,29.1,99.3,2.8,9.9,15.6,0.9,20.8,0.2,7.1,8.8,7.5,7.9,22.4,0.105
64,Derrick Coleman,CHH,33,74,43,31,31.8,100.2,6.9,21.1,31.8,0.5,8.9,1.8,40.9,10.7,8.8,9.1,25.9,0.104
65,Rick Fox,LAL,30,82,67,15,18.0,92.7,1.6,8.7,13.2,0.6,21.0,0.3,12.3,5.3,4.4,4.3,12.1,0.104
66,Jerome Kersey,SAS,38,72,46,26,18.2,92.7,2.3,12.4,19.0,0.9,29.3,0.7,25.0,5.8,5.0,4.6,12.8,0.104
67,Paul Pierce,BOS,22,73,34,39,35.4,101.4,4.3,12.8,19.1,2.1,27.4,0.8,33.3,12.0,9.3,9.5,27.9,0.103
68,Kurt Thomas,NYK,27,80,49,31,24.6,97.4,4.5,18.2,28.9,0.6,20.2,0.5,25.5,8.3,6.2,4.6,15.2,0.103
69,Voshon Lenard,MIA,27,53,34,19,27.1,98.8,2.2,7.6,12.1,0.8,18.9,0.3,7.5,9.0,7.3,6.2,18.7,0.102
70,Reggie Miller,IND,34,81,55,26,36.9,101.9,2.3,6.1,9.7,1.0,20.2,0.3,7.7,11.4,10.8,11.2,33.4,0.102
71,Jalen Rose,IND,27,80,54,26,37.2,102.0,4.3,11.0,17.5,1.1,20.6,0.6,14.5,11.6,10.9,11.7,33.1,0.101
72,Chauncey Billups,DEN,23,13,7,6,23.5,97.1,2.0,8.4,12.5,0.8,20.0,0.2,4.0,8.1,7.3,6.8,20.2,0.101
73,Ben Wallace,ORL,25,81,40,41,24.2,97.5,5.6,22.1,35.1,0.9,16.9,1.6,46.4,9.3,7.4,7.7,20.3,0.101
74,Darvin Ham,MIL,26,35,19,16,22.6,96.8,2.5,11.3,16.8,0.8,19.9,0.8,39.7,8.0,5.3,5.4,15.5,0.100
75,Vince Carter,TOR,23,82,45,37,38.1,102.3,4.0,10.7,16.6,1.3,21.0,1.1,21.0,11.3,10.8,13.9,31.2,0.100
76,A.C. Green,LAL,36,82,67,15,23.5,97.0,4.0,16.0,24.2,0.6,19.1,0.2,7.7,6.4,6.3,6.0,17.5,0.100
77,Luc Longley,PHX,31,72,45,27,19.7,94.7,3.1,15.3,24.0,0.3,9.0,0.6,30.9,7.3,5.7,5.5,14.8,0.099
78,Brad Miller,CHH,24,55,35,20,17.5,93.5,3.3,17.6,27.5,0.4,12.0,0.6,28.2,5.8,5.0,5.3,14.3,0.099
79,Wally Szczerbiak,MIN,23,73,45,28,29.7,100.3,2.5,8.8,13.6,0.8,15.8,0.3,9.7,8.8,7.5,8.0,24.2,0.098
80,Clar. Weatherspoon,MIA,29,78,49,29,20.7,95.8,4.1,19.6,30.4,0.7,20.9,0.6,25.4,6.9,5.2,4.2,13.4,0.097
81,Tracy McGrady,TOR,21,79,44,35,31.1,100.8,4.0,13.0,20.7,1.1,21.8,1.9,39.2,9.5,8.8,11.6,26.1,0.097
82,Nick Anderson,SAC,32,72,41,31,29.1,100.6,3.6,11.1,17.6,1.3,21.1,0.2,7.4,12.0,8.5,11.3,25.0,0.096
83,Anthony Carter,MIA,25,79,50,29,23.6,97.9,1.9,8.0,12.4,1.2,32.1,0.1,2.0,7.9,6.0,5.7,16.4,0.096
84,Jermaine Jackson,DET,24,7,6,1,10.3,83.2,1.4,14.9,20.8,0.4,17.6,0.0,0.0,4.0,2.4,3.6,5.7,0.094
85,Jeff Hornacek,UTA,37,77,52,25,27.7,100.2,1.7,6.6,10.1,0.9,18.3,0.2,6.7,8.6,7.0,6.4,20.0,0.093
86,Malik Rose,SAS,25,74,48,26,18.1,94.8,2.7,14.4,23.0,0.5,16.5,0.7,31.5,6.3,4.9,4.7,12.9,0.093
87,Shawn Bradley,DAL,28,77,38,39,24.7,98.7,4.4,16.2,27.2,0.9,24.7,2.5,72.5,7.5,8.5,6.9,18.3,0.093
88,Matt Maloney,CHI,28,51,14,37,23.1,97.8,1.1,4.6,7.6,0.6,16.8,0.1,2.7,9.5,6.8,5.3,17.6,0.093
89,Ron Mercer,ORL,24,68,34,34,34.9,102.0,2.7,7.6,12.4,1.1,18.8,0.3,5.9,12.6,10.5,10.3,31.1,0.092
90,Tariq Abdul-Wahad,DEN,25,61,27,34,25.8,99.9,3.1,11.2,17.6,1.0,19.5,0.5,12.6,9.2,7.5,9.3,21.2,0.092
91,Shawn Kemp,CLE,30,82,32,50,30.4,101.2,6.0,20.0,30.7,1.2,21.2,1.2,40.5,12.2,8.5,9.4,24.2,0.092
92,Austin Croshere,IND,25,81,55,26,23.3,98.5,4.7,19.9,30.4,0.5,15.0,0.7,31.1,7.3,6.0,6.2,19.9,0.090
93,Sam Perkins,IND,39,81,55,26,20.0,96.3,2.8,13.9,20.7,0.4,12.8,0.4,23.2,5.6,4.9,4.7,15.7,0.089
94,Lamond Murray,CLE,27,74,27,47,32.0,101.9,4.0,12.3,19.4,1.4,24.6,0.5,16.1,12.6,9.5,9.0,24.8,0.089
95,Brevin Knight,CLE,24,65,27,38,27.1,100.6,2.4,8.6,13.7,1.6,28.6,0.3,11.9,11.3,8.2,7.3,21.5,0.089
96,Jerome Williams,DET,27,82,42,40,25.7,99.9,6.2,24.3,39.2,1.2,25.9,0.3,12.9,9.1,8.0,6.4,18.6,0.088
97,Chris Childs,NYK,32,71,42,29,23.6,98.9,1.8,7.9,12.5,0.5,17.4,0.1,2.7,7.8,6.0,4.4,13.7,0.087
98,Horace Grant,SEA,34,76,43,33,35.3,102.8,5.6,15.6,24.9,0.7,12.4,0.8,27.9,10.8,10.7,10.0,30.0,0.087
99,Vin Baker,SEA,28,79,43,36,36.0,103.0,4.8,13.2,21.0,0.6,10.7,0.8,27.8,11.1,10.8,10.0,30.8,0.086
100,Charles Barkley,HOU,37,20,6,14,31.0,102.0,6.9,22.3,34.7,0.7,13.1,0.2,5.8,11.7,9.2,8.9,27.7,0.085
101,Fred Hoiberg,CHI,27,31,4,27,27.3,100.9,3.3,13.0,21.1,1.3,26.8,0.1,2.3,12.5,7.5,6.5,23.0,0.085
102,Detlef Schrempf,POR,37,77,55,22,21.6,98.3,3.3,14.5,23.7,0.5,14.5,0.2,10.4,7.0,6.6,4.9,15.6,0.085
103,Matt Geiger,PHI,30,65,41,24,21.6,98.4,3.6,17.0,27.5,0.4,10.6,0.3,25.9,7.1,5.3,6.0,16.5,0.085
104,Brent Barry,SEA,28,80,44,36,34.2,102.8,4.0,11.8,19.0,1.3,23.4,0.4,13.5,10.7,10.6,9.8,28.8,0.085
105,Peja Stojakovic,SAC,23,74,41,33,23.6,99.1,2.7,11.0,18.0,0.7,15.3,0.1,4.0,8.4,7.1,7.6,21.4,0.084
106,Greg Ostertag,UTA,27,81,54,27,19.8,97.2,3.8,19.5,29.9,0.2,8.8,2.1,78.2,7.2,5.3,3.5,11.3,0.084
107,Bob Sura,CLE,27,73,30,43,30.4,102.1,3.3,10.5,17.1,1.2,21.4,0.3,9.1,12.8,9.6,8.4,24.3,0.083
108,Joe Smith,MIN,24,78,49,29,25.3,100.2,3.8,15.6,25.2,0.6,14.3,1.1,39.0,7.8,7.3,6.9,19.1,0.083
109,Tim James,MIA,23,4,2,2,5.9,68.1,0.3,3.7,5.9,0.0,0.0,0.8,75.0,1.0,2.5,1.5,3.5,0.083
110,Billy Owens,GSW,31,62,30,32,21.0,98.0,3.3,15.1,24.6,0.5,13.9,0.3,15.8,6.2,6.3,5.8,16.5,0.083
111,Grant Hill,DET,27,74,40,34,37.5,103.7,5.3,14.6,23.1,1.4,21.9,0.6,25.0,12.9,11.5,9.5,29.0,0.082
112,Charles Oakley,TOR,36,80,45,35,30.4,102.0,5.3,17.6,27.4,1.3,24.8,0.6,14.3,9.0,8.5,11.5,25.3,0.082
113,Michael Finley,DAL,27,82,40,42,42.3,104.5,4.8,11.0,18.4,1.3,20.9,0.4,8.7,13.7,15.0,12.8,37.4,0.081
114,Jaren Jackson,SAS,32,81,53,28,20.9,98.6,1.8,8.6,13.3,0.7,21.5,0.1,3.0,6.7,5.4,5.4,15.9,0.081
115,Greg Anthony,POR,32,82,59,23,18.9,97.0,1.4,7.4,12.1,0.7,22.4,0.1,6.6,6.0,5.7,4.5,13.7,0.081
116,Todd Day,PHX,30,58,36,22,16.3,95.4,1.7,10.1,16.4,0.8,23.9,0.4,19.6,5.7,4.6,3.7,11.5,0.081
117,Stephon Marbury,NJN,23,74,31,43,38.9,104.1,2.4,6.3,10.6,1.5,21.5,0.2,4.9,12.1,12.5,12.9,35.5,0.081
118,Antonio Davis,TOR,31,79,43,36,31.4,102.5,5.8,19.0,29.3,0.5,9.6,1.3,30.3,10.2,8.4,12.2,25.9,0.080
119,Andrew DeClercq,CLE,27,82,32,50,22.2,99.4,3.5,15.2,24.8,0.8,18.5,0.8,38.4,9.2,7.0,5.5,17.4,0.080
120,Dale Davis,IND,31,74,51,23,28.8,101.9,6.4,20.9,34.0,0.7,18.4,1.3,40.7,9.0,9.0,9.3,25.5,0.080
121,John Starks,CHI,34,37,10,27,32.2,103.1,2.5,7.5,12.2,1.1,21.3,0.1,4.4,10.5,10.4,9.0,28.8,0.080
122,Dirk Nowitzki,DAL,22,82,40,42,35.9,103.6,5.2,14.1,23.3,0.8,14.7,0.8,22.4,11.1,12.3,11.7,31.7,0.080
123,Kenny Anderson,BOS,29,82,35,47,31.6,102.8,2.1,7.1,10.5,1.7,24.3,0.1,4.8,10.5,8.3,9.3,25.6,0.079
124,Travis Best,IND,27,82,56,26,20.6,98.3,1.5,7.6,11.4,0.9,27.9,0.1,3.1,6.1,5.1,5.2,16.0,0.079
125,Rasho Nesterovic,MIN,24,82,50,32,21.1,98.9,3.0,14.5,22.1,0.3,8.0,1.0,42.5,5.7,5.0,5.7,16.4,0.078
126,Erick Strickland,DAL,26,68,36,32,29.8,102.5,3.7,12.0,19.7,1.5,30.7,0.2,6.0,9.4,10.7,9.1,26.9,0.078
127,Andre Miller,CLE,24,82,32,50,25.6,100.9,2.4,9.2,14.8,1.0,26.3,0.2,9.0,9.8,7.6,6.9,19.3,0.078
128,Jon Barry,SAC,30,62,36,26,20.6,98.3,2.0,9.1,14.5,1.2,30.4,0.1,6.1,6.7,6.1,6.5,18.1,0.077
129,Dikembe Mutombo,ATL,34,82,28,54,36.4,103.8,10.4,27.6,42.8,0.3,7.9,3.3,71.0,13.0,10.0,12.2,29.0,0.077
130,Ryan Robertson,SAC,23,1,0,1,24.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,8.0,22.0,0.077
131,Adrian Griffin,BOS,25,72,29,43,26.8,101.7,3.4,14.0,21.1,1.6,28.2,0.2,10.6,9.7,6.7,8.4,22.8,0.076
132,Doug Christie,TOR,30,73,40,33,31.0,103.0,3.0,9.9,15.3,1.4,26.4,0.6,13.7,10.2,8.5,12.3,26.9,0.076
133,B.J. Armstrong,CHI,32,27,5,22,21.6,99.7,1.7,8.1,12.5,0.3,7.8,0.0,2.0,10.0,5.3,5.5,15.4,0.075
134,John Amaechi,ORL,29,80,39,41,21.1,99.2,2.6,11.5,19.7,0.4,10.3,0.5,16.7,8.4,7.3,6.1,18.2,0.075
135,Bruce Bowen,MIA,29,69,37,32,12.6,92.3,1.0,8.0,13.0,0.3,15.8,0.2,15.5,4.2,3.1,2.6,8.6,0.075
136,Chucky Brown,CHH,32,63,42,21,17.4,96.8,2.1,11.3,17.3,0.3,12.0,0.3,13.4,5.5,5.6,4.2,13.5,0.074
137,Aleksandar Radojevic,TOR,23,3,0,3,8.1,85.5,2.0,23.1,30.0,0.7,66.7,0.3,25.0,3.7,2.0,3.0,2.7,0.074
138,Elton Brand,CHI,21,81,17,64,37.0,104.2,5.7,16.6,26.5,0.8,14.0,1.6,44.6,15.9,9.9,10.7,30.9,0.074
139,Wesley Person,CLE,29,79,29,50,26.0,101.6,2.8,10.9,17.4,0.5,12.0,0.2,10.7,10.1,7.8,7.2,20.0,0.074
140,Mitch Richmond,WAS,35,74,27,47,32.4,103.4,2.4,7.6,11.9,1.5,28.4,0.2,6.2,11.8,8.8,9.1,27.4,0.074
141,Kerry Kittles,NJN,26,62,29,33,30.6,103.0,2.9,9.5,16.1,1.3,22.7,0.3,8.5,9.6,9.8,9.7,28.0,0.074
142,Baron Davis,CHH,21,82,49,33,18.6,98.3,1.4,7.7,12.2,1.2,30.6,0.2,10.0,6.1,6.0,4.5,15.5,0.073
143,Mark Bryant,CLE,35,75,29,46,22.7,100.3,3.0,13.5,20.9,0.4,11.3,0.4,21.7,8.5,6.1,6.4,17.6,0.073
144,Antoine Walker,BOS,23,82,35,47,36.6,104.3,5.5,16.3,24.3,1.4,18.9,0.4,16.5,12.5,9.6,10.6,30.2,0.073
145,Brian Grant,POR,28,63,46,17,21.0,99.6,3.5,17.2,28.5,0.5,15.1,0.4,22.2,6.7,6.3,4.7,14.5,0.073
146,Keon Clark,DEN,25,81,35,46,22.9,100.8,4.2,17.5,27.5,0.6,18.2,1.4,37.5,8.6,6.3,7.1,19.2,0.072
147,Derrick Dial,SAS,24,8,6,2,11.9,91.0,1.5,13.5,18.2,0.1,12.5,0.1,10.0,2.3,0.8,2.8,6.3,0.072
148,Al Harrington,IND,20,50,34,16,17.1,97.8,2.2,13.3,20.3,0.5,19.5,0.2,10.5,5.5,4.8,4.7,13.8,0.071
149,Antonio Daniels,SAS,25,68,45,23,17.5,98.0,1.0,5.8,9.0,0.8,29.9,0.1,3.1,5.3,4.5,4.2,12.8,0.071
150,Kelvin Cato,HOU,25,65,28,37,24.3,101.4,4.4,17.2,26.8,0.5,14.5,1.9,57.7,9.0,7.2,7.1,20.3,0.071
151,Jerry Stackhouse,DET,25,82,42,40,38.4,104.8,2.4,6.4,10.1,1.3,19.5,0.4,17.3,14.2,11.4,10.4,30.8,0.070
152,Randy Livingston,PHX,25,79,52,27,13.6,94.7,1.3,9.5,15.6,0.6,23.3,0.2,11.7,5.1,3.5,3.4,9.8,0.070
153,Andrew Lang,NYK,34,19,8,11,12.8,93.8,2.3,17.6,26.7,0.4,32.0,0.3,31.6,4.6,3.6,2.7,7.8,0.070
154,Johnny Newman,NJN,36,82,31,51,21.4,100.3,1.4,6.8,11.4,0.6,16.8,0.1,7.5,7.0,6.4,6.2,17.2,0.070
155,Chris Gatling,DEN,32,85,34,51,21.3,100.6,4.1,18.4,30.1,1.0,26.7,0.3,10.6,8.5,6.5,6.7,17.6,0.069
156,Matt Harpring,ORL,24,4,2,2,15.8,97.9,1.8,10.3,20.0,1.3,27.8,0.3,20.0,4.8,7.0,2.3,10.5,0.069
157,Vitaly Potapenko,BOS,25,79,35,44,22.7,101.1,4.0,18.8,27.7,0.5,11.6,0.4,25.0,7.6,5.9,6.4,19.2,0.069
158,Hakeem Olajuwon,HOU,37,44,14,30,23.8,101.4,4.8,20.2,31.0,0.9,21.2,1.6,57.9,10.0,6.4,8.1,19.2,0.069
159,Isaiah Rider,ATL,29,60,23,37,34.8,104.3,3.3,8.8,14.0,0.7,17.6,0.1,2.3,12.4,9.6,12.4,29.6,0.069
160,Michael Ruffin,CHI,23,71,15,56,13.7,95.4,1.9,14.7,23.3,0.4,14.5,0.4,25.5,6.5,3.6,3.8,10.0,0.069
161,Olden Polynice,UTA,35,82,55,27,22.2,100.9,3.5,17.4,26.3,0.4,9.5,1.0,44.9,6.5,5.4,5.2,16.3,0.068
162,James Posey,DEN,23,81,34,47,25.3,102.2,2.9,11.1,17.0,1.2,34.6,0.4,10.9,9.4,6.7,7.8,22.7,0.068
163,Dickey Simpkins,CHI,28,69,16,53,24.0,101.6,3.6,15.9,24.7,0.3,8.9,0.3,14.6,10.1,6.0,6.2,19.9,0.068
164,Lamar Odom,LAC,20,76,15,61,36.4,104.7,5.7,16.0,25.2,1.2,21.8,1.3,26.5,13.7,10.9,11.2,35.3,0.068
165,Bonzi Wells,POR,23,66,49,17,17.6,98.5,1.6,9.0,14.5,1.0,31.2,0.2,11.8,6.3,5.3,4.0,12.3,0.068
166,Ruben Patterson,SEA,24,81,45,36,25.9,102.4,2.7,10.0,16.5,1.2,26.5,0.5,22.1,8.0,8.4,7.9,22.9,0.068
167,Brian Shaw,LAL,34,74,62,12,16.9,98.2,2.3,12.7,20.1,0.5,18.7,0.2,8.1,6.2,4.8,4.2,12.3,0.068
168,Scott Burrell,NJN,29,74,31,43,18.0,99.0,2.6,14.7,24.8,0.9,24.8,0.6,36.4,4.8,5.2,4.8,14.6,0.068
169,Dedric Willoughby,CHI,26,25,2,23,20.3,100.6,1.6,8.7,13.4,0.9,24.7,0.1,5.0,8.9,5.0,5.8,17.4,0.068
170,Eddie Robinson,CHH,24,67,40,27,16.6,98.2,1.9,11.5,17.6,0.7,21.8,0.4,16.8,5.6,5.1,4.7,14.4,0.067
171,Muggsy Bogues,TOR,35,80,45,35,21.6,100.7,1.4,6.6,10.6,0.8,22.6,0.1,1.7,6.4,6.1,7.6,17.0,0.067
172,Derrick McKey,IND,33,32,23,9,19.8,99.7,3.3,16.1,24.9,0.9,32.6,0.4,24.5,5.5,5.2,4.5,15.3,0.067
173,Mikki Moore,DET,24,29,16,13,16.9,98.0,2.3,13.5,22.7,0.3,12.9,1.1,57.4,5.9,5.4,4.0,10.4,0.067
174,Fred Vinson,SEA,29,8,5,3,4.9,72.1,0.1,1.8,3.4,0.4,37.5,0.0,0.0,1.3,0.9,0.5,1.8,0.066
